Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
1114186,1.32,7.76,150,67.770378,42.707199,1.8008598,4.384985,0.46034098,0.83968019,3.1662433,4332,2.5703027
1179656,1.36,5.12,170,59.568604,27.475201,1.7293499,4.4222217,0.46425015,0.8404572,3.1480029,4332,2.6232166
1179657,1.36,5.16,186,59.43066,24.624001,1.7559512,4.4499655,0.4671627,0.8410328,3.1346109,4332,2.5936284
1179658,1.36,5.2,221,82.084381,44.030399,1.8761462,4.3520498,0.45688343,0.83898866,3.1826367,4332,2.5225768
1179659,1.36,5.24,201,63.314827,26.819201,1.857286,4.3064933,0.45210081,0.83802533,3.2057261,4332,2.54971
1179660,1.36,5.28,166,43.148964,14.064,1.9328215,3.6604617,0.38427967,0.8234219,3.5950127,4332,2.6894774
1179661,1.36,5.32,163,41.788754,13.2096,1.9228694,3.6381259,0.38193485,0.82288194,3.6109443,4332,2.7065177
1179662,1.36,5.36,156,40.355309,12.848,1.9171004,3.5952048,0.37742892,0.82183689,3.6421149,4332,2.7266297
1179663,1.36,5.4,150,40.130451,13.1568,1.9853538,3.472017,0.3644965,0.81878215,3.7358577,4332,2.7147689
1179664,1.36,5.44,148,42.268894,14.6064,1.9819247,3.4687967,0.36415845,0.81870115,3.7383976,4332,2.7185528
1179665,1.36,5.48,149,46.076447,16.846399,1.9859388,3.472017,0.3644965,0.81878215,3.7358577,4332,2.7143855
1179677,1.36,5.96,427,424.7395,856.65277,1.735813,6.3360434,0.66516542,0.87488675,2.4991918,4332,2.2267866
1179678,1.36,6,380,441.20587,955.65277,1.7194252,6.232378,0.65428257,0.87324572,2.5241284,4332,2.256304
1179693,1.36,6.6,86,36.484356,23.952,1.783499,4.5263429,0.47518089,0.84260309,3.0985916,4332,2.5441794
1179694,1.36,6.64,143,69.055405,47.563202,1.7798218,4.9151649,0.51599991,0.85029095,2.932579,4332,2.4529126
1179695,1.36,6.68,331,446.42902,954.2912,1.5792996,6.4361591,0.67567569,0.87645197,2.4758716,4332,2.3427656
1179696,1.36,6.72,130,61.522186,45.057598,1.7887065,4.6266227,0.48570842,0.8446337,3.0531056,4332,2.5138781
1179697,1.36,6.76,45,7.919024,1.8784,1.7135013,4.3141704,0.45290679,0.83818823,3.2018011,4332,2.6587546
1179702,1.36,6.96,81,28.399715,14.1872,1.7261881,4.697948,0.49319622,0.84605712,3.021935,4332,2.5482428
1179704,1.36,7.04,123,46.49823,22.419201,1.9230502,3.5389185,0.37151992,0.82045156,3.6841376,4332,2.7375929
1179705,1.36,7.08,140,49.672371,22.854401,1.9737182,3.5895584,0.37683615,0.82169873,3.646271,4332,2.6796904
1179706,1.36,7.12,229,90.67083,47.7216,1.7019683,5.2300954,0.54906166,0.85617775,2.8162088,4332,2.4536779
1179707,1.36,7.16,240,99.617096,58.9072,1.7350434,5.3484049,0.56148195,0.85831809,2.7760332,4332,2.3998759
1179708,1.36,7.2,170,59.986076,32.6208,1.8556871,4.6931243,0.49268985,0.84596139,3.024013,4332,2.4434571
1179709,1.36,7.24,148,44.573105,19.1824,1.8355428,4.61935,0.48494488,0.84448755,3.0563381,4332,2.4781544
1179710,1.36,7.28,141,38.716789,13.8336,1.7961564,4.3971705,0.46162027,0.83993506,3.1602402,4332,2.5701036
1179711,1.36,7.32,135,36.006298,12.6304,1.7937422,4.3798499,0.45980188,0.83957267,3.1687832,4332,2.5767634
1179712,1.36,7.36,133,35.388229,12.6496,1.7914169,4.3765883,0.45945948,0.8395043,3.1703994,4332,2.579514
1179713,1.36,7.4,135,36.867722,13.8016,1.7935091,4.3789172,0.45970401,0.83955312,3.169245,4332,2.5772259
1179714,1.36,7.44,136,38.251236,15.0672,1.7940634,4.3793836,0.45975295,0.83956289,3.169014,4332,2.57669
1179715,1.36,7.48,136,39.525829,16.363199,1.7927568,4.3775196,0.45955727,0.83952385,3.1699376,4332,2.5783067
1179716,1.36,7.52,140,43.300285,19.3424,1.7926348,4.3924756,0.4611274,0.83983696,3.162549,4332,2.5743134
1179717,1.36,7.56,144,47.16922,22.382401,1.7954421,4.3952913,0.46142298,0.83989578,3.1611638,4332,2.5714195
1179718,1.36,7.6,160,57.462002,29.382401,1.811592,4.4141555,0.46340334,0.84028935,3.1519279,4332,2.5536473
1179719,1.36,7.64,201,78.48597,41.177601,1.8405633,4.4625154,0.46848023,0.84129226,3.1286077,4332,2.5188284
1179720,1.36,7.68,229,93.863861,50.284801,1.8542262,4.4800096,0.4703168,0.84165299,3.1202955,4332,2.5048862
1179721,1.36,7.72,181,77.797424,45.487999,1.8348382,4.4576802,0.46797261,0.84119236,3.1309166,4332,2.5234542
1179722,1.36,7.76,151,69.687874,43.947201,1.8017045,4.38592,0.46043915,0.8396998,3.1657815,4332,2.5693979
1245187,1.4,4.92,42,10.417987,3.576,1.8456811,3.2062917,0.33660036,0.81189054,3.9625952,4332,2.9250739
1245188,1.4,4.96,42,9.2337847,2.9024,1.8456811,3.2062917,0.33660036,0.81189054,3.9625952,4332,2.9250739
1245189,1.4,5,42,8.3405771,2.3664,1.8456811,3.2062917,0.33660036,0.81189054,3.9625952,4332,2.9250739
1245190,1.4,5.04,45,8.9505377,2.4560001,1.8473345,3.2070415,0.33667907,0.81191063,3.9619026,4332,2.9236984
1245191,1.4,5.08,58,12.344558,3.3296001,1.8569639,3.2123003,0.33723113,0.8120513,3.9570539,4332,2.9152436
1245192,1.4,5.12,179,61.151897,26.8032,1.9707192,3.7257679,0.3911356,0.82498604,3.5495267,4332,2.6341598
1245193,1.4,5.16,182,57.639931,23.233601,1.973341,3.7049649,0.38895166,0.82449013,3.5638421,4332,2.6425767
1245194,1.4,5.2,219,80.398125,41.292801,1.8641229,4.3168864,0.45319194,0.83824581,3.2004156,4332,2.5425985
1245195,1.4,5.24,188,56.081787,21.0208,1.8095843,4.164382,0.43718183,0.83496809,3.2809975,4332,2.6323583
1245196,1.4,5.28,166,46.143532,15.8352,1.9235636,3.6390915,0.38203621,0.8229053,3.6102517,4332,2.7060087
1245197,1.4,5.32,156,42.973881,14.5408,1.9160573,3.5933206,0.37723112,0.82179081,3.6435003,4332,2.7282178
1245198,1.4,5.36,155,43.596321,14.9776,1.9567454,3.5600493,0.37373826,0.82097363,3.668206,4332,2.7058473
1245199,1.4,5.4,152,44.38921,15.704,1.944243,3.5383098,0.37145603,0.82043648,3.6845994,4332,2.7247665
1245200,1.4,5.44,149,45.984169,16.983999,1.9821671,3.4690893,0.36418915,0.81870854,3.7381668,4332,2.7183836
1245201,1.4,5.48,149,49.333725,19.143999,1.9821671,3.4690893,0.36418915,0.81870854,3.7381668,4332,2.7183836
1245213,1.4,5.96,289,362.39203,803.15997,1.678094,6.0032001,0.63022316,0.86954159,2.5823135,4332,2.3282373
1245214,1.4,6,296,401.52319,915.71838,1.6785311,6.0384455,0.63392323,0.87011832,2.5730779,4332,2.3220217
1245230,1.4,6.64,88,25.849367,10.1696,1.7442037,4.544342,0.47707048,0.84297013,3.0902793,4332,2.5714173
1245231,1.4,6.68,327,434.84845,920.24957,1.6546954,6.1836658,0.64916867,0.87246734,2.536135,4332,2.3172362
1245232,1.4,6.72,86,26.045444,11.0544,1.7403195,4.5624852,0.47897518,0.84333897,3.0819671,4332,2.5699923
1245238,1.4,6.96,50,16.939228,8.0640001,1.8621496,3.7546709,0.39416987,0.82567143,3.5299008,4332,2.7000761
1245240,1.4,7.04,123,48.747078,23.927999,1.9226578,3.5386143,0.37148798,0.82044399,3.6843686,4332,2.7380126
1245241,1.4,7.08,136,52.084644,25.0016,1.9506376,3.5662212,0.37438619,0.82112569,3.663588,4332,2.7061284
1245242,1.4,7.12,213,80.430267,38.1744,2.0368807,3.9390969,0.41353112,0.82994986,3.4114523,4332,2.5087292
1245243,1.4,7.16,220,79.317871,35.936001,2.0367212,3.9398515,0.41361034,0.82996702,3.4109905,4332,2.5094535
1245244,1.4,7.2,147,47.4258,19.7216,1.9712287,3.5870545,0.37657329,0.82163739,3.6481183,4332,2.6830966
1245245,1.4,7.24,136,39.925068,14.8896,2.03157,3.691335,0.38752079,0.82416403,3.5733087,4332,2.5958388
1245246,1.4,7.28,147,54.313828,34.947201,1.7106941,5.0311761,0.52817893,0.85249275,2.8880167,4332,2.485456
1245247,1.4,7.32,144,53.348759,36.188801,1.7052873,5.0577736,0.53097111,0.85299194,2.8780882,4332,2.4841008
1245248,1.4,7.36,139,45.266205,25.497601,1.8314689,4.6219444,0.4852173,0.8445397,3.0551836,4332,2.4806199
1245249,1.4,7.4,134,40.167675,18.913601,1.7077729,4.9975619,0.52465004,0.85185885,2.9007158,4332,2.4951398
1245250,1.4,7.44,130,36.19965,13.2736,1.7884195,4.3733315,0.45911759,0.83943599,3.1720157,4332,2.5827653
1245251,1.4,7.48,132,38.587986,15.2848,1.7895483,4.3742614,0.45921522,0.83945549,3.1715539,4332,2.5816736
1245252,1.4,7.52,137,43.072994,18.7008,1.7910022,4.3910694,0.46097973,0.83980751,3.1632419,4332,2.5758932
1245253,1.4,7.56,141,47.125225,21.857599,1.7964847,4.3976407,0.46166959,0.8399449,3.1600091,4332,2.5696971
1245254,1.4,7.6,153,56.67968,28.5984,1.8090082,4.412262,0.46320453,0.8402499,3.1528516,4332,2.5558777
1245255,1.4,7.64,193,74.230766,38.187199,1.8371279,4.4586463,0.46807405,0.84121233,3.1304548,4332,2.522151
1245256,1.4,7.68,227,91.081612,47.9216,1.8541498,4.4800096,0.4703168,0.84165299,3.1202955,4332,2.504771
1245257,1.4,7.72,166,72.843925,42.150398,1.8171502,4.4207959,0.46410048,0.84042758,3.1486955,4332,2.5475504
1245258,1.4,7.76,147,67.652451,40.462399,1.8036076,4.4061184,0.46255961,0.84012187,3.155853,4332,2.5617318
1310723,1.44,4.92,53,14.966986,5.8256001,1.8521951,3.2095435,0.33694175,0.81197757,3.9595935,4332,2.9195716
1310724,1.44,4.96,58,15.419645,5.7168002,1.8544705,3.2107959,0.33707321,0.81201106,3.9584391,4332,2.9177582
1310725,1.44,5,70,22.676468,11.5968,1.6558698,4.3511295,0.45678681,0.83896929,3.1830986,4332,2.699332
1310726,1.44,5.04,100,36.472126,19.1504,1.9396588,3.6963098,0.38804305,0.82428318,3.5698452,4332,2.6610684
1310727,1.44,5.08,150,54.785149,25.799999,1.9320719,3.6666603,0.3849304,0.82357132,3.5906258,4332,2.6851699
1310728,1.44,5.12,165,59.108219,26.041599,1.9262999,3.652986,0.38349485,0.82324147,3.6003232,4332,2.6974316
1310729,1.44,5.16,161,54.014061,22.3328,1.925961,3.6546085,0.3836652,0.82328063,3.5991688,4332,2.6964955
1310730,1.44,5.2,217,80.499725,40.547199,1.8612052,4.3101025,0.45247975,0.83810192,3.2038791,4332,2.5468819
1310731,1.44,5.24,172,52.289356,19.625601,1.8278236,3.8531356,0.4045068,0.82797563,3.4652505,4332,2.7156658
1310732,1.44,5.28,154,46.425999,17.024,1.9117876,3.5898716,0.37686905,0.82170635,3.6460402,4332,2.7326367
1310733,1.44,5.32,154,46.648079,17.0928,1.9523869,3.5566638,0.37338284,0.82089013,3.6707458,4332,2.7104259
1310734,1.44,5.36,151,46.328548,17.1136,1.985595,3.4723101,0.36452729,0.81878954,3.7356269,4332,2.7146008
1310735,1.44,5.4,150,47.680454,18.084801,1.9831741,3.4699669,0.3642813,0.81873059,3.737474,4332,2.7174048
1310736,1.44,5.44,149,49.8955,19.672001,1.9821671,3.4690893,0.36418915,0.81870854,3.7381668,4332,2.7183836
1310737,1.44,5.48,149,53.050331,21.832001,1.9821671,3.4690893,0.36418915,0.81870854,3.7381668,4332,2.7183836
1310749,1.44,5.96,268,347.24921,773.9776,1.6649575,5.9761662,0.62738514,0.86909747,2.5894713,4332,2.3438661
1310750,1.44,6,272,384.58774,882.5072,1.6635413,6.0049524,0.63040709,0.86957037,2.5818517,4332,2.3402746
1310767,1.44,6.68,339,432.88809,899.40961,1.6611298,6.1642089,0.64712602,0.87215507,2.5409837,4332,2.3152809
1310774,1.44,6.96,54,16.141594,7.0144,1.8623093,3.7502215,0.39370275,0.82556617,3.5329022,4332,2.7017312
1310778,1.44,7.12,149,54.254265,25.247999,1.9972231,3.8943515,0.40883371,0.8289265,3.4391596,4332,2.5490484
1310779,1.44,7.16,143,49.218288,22.3328,1.9699219,3.8727224,0.40656304,0.82842851,3.4527822,4332,2.5781102
1310792,1.44,7.68,144,46.916862,20.499201,2.0120187,3.1361434,0.32923609,0.80999637,4.0288615,4332,2.835458
1376259,1.48,4.92,59,21.449614,12.296,1.6508356,4.3337121,0.45495829,0.83860183,3.1918726,4332,2.707943
1376260,1.48,4.96,77,32.645191,20.784,1.9274118,3.6886873,0.38724282,0.82410061,3.5751557,4332,2.6719773
1376261,1.48,5,78,30.294525,17.431999,1.9025689,3.643281,0.382476,0.82300681,3.60725,4332,2.7103071
1376262,1.48,5.04,75,26.076345,12.4912,1.9548075,3.4484434,0.36202171,0.81818789,3.7545602,4332,2.7399039
1376264,1.48,5.12,31,7.9562602,2.7664001,1.9211757,2.9935188,0.31426319,0.80603969,4.1731701,4332,2.9621096
1376265,1.48,5.16,42,10.491853,3.4463999,1.9343834,3.0022571,0.31518057,0.80628633,4.1639342,4332,2.9502223
1376266,1.48,5.2,195,78.081009,40.409599,1.8530102,4.3001909,0.45143923,0.8378914,3.2089586,4332,2.5545895
1376267,1.48,5.24,63,21.245878,10.696,1.7970414,4.0615983,0.42639148,0.83270562,3.3387208,4332,2.6615944
1376283,1.48,5.88,88,32.133827,16.995199,1.7040901,4.2091188,0.44187838,0.83593923,3.2567537,4332,2.6990333
1376284,1.48,5.92,112,60.299961,54.708801,1.7424028,4.7309027,0.49665585,0.84670913,3.0078504,4332,2.5289564
1376285,1.48,5.96,263,336.78943,747.2912,1.6616604,5.9683633,0.62656593,0.86896902,2.5915494,4332,2.3479865
1376286,1.48,6,284,378.37604,854.23041,1.6757476,5.9979486,0.62967187,0.86945546,2.583699,4332,2.331053
1376287,1.48,6.04,89,32.786522,18.4624,1.7047795,4.214725,0.44246688,0.83606035,3.253752,4332,2.6967978
1376288,1.48,6.08,82,26.918541,12.1744,1.695071,4.2069669,0.44165245,0.83589268,3.2579081,4332,2.7070696
1376303,1.48,6.68,345,424.33478,867.51038,1.6643171,6.1697555,0.64770836,0.87224418,2.5395982,4332,2.3117614
1376308,1.48,6.88,32,6.0233135,1.5312001,1.7154893,3.05215,0.32041836,0.80768389,4.1122141,4332,3.1003594
1376309,1.48,6.92,44,10.319736,3.7823999,1.8474385,3.7277935,0.39134824,0.8250342,3.5481412,4332,2.7212996
1376310,1.48,6.96,55,14.817451,6.0064001,1.8629415,3.7505634,0.39373866,0.82557428,3.5326715,4332,2.7011535
1376311,1.48,7,33,6.6905565,1.832,1.9038904,2.7024851,0.28371012,0.79747945,4.5148926,4332,3.1054044
1376312,1.48,7.04,81,24.144417,9.1728001,1.8155936,3.6611133,0.38434806,0.82343763,3.5945508,4332,2.7761416
1376313,1.48,7.08,83,23.289831,8.5103998,1.8853592,3.7815909,0.39699596,0.82630605,3.5118911,4332,2.6740201
1376314,1.48,7.12,142,48.784927,22.68,1.9573977,3.8596425,0.4051899,0.82812631,3.4610944,4332,2.5928829
1376315,1.48,7.16,135,45.952545,21.291201,1.9502418,3.8516927,0.40435532,0.82794219,3.4661741,4332,2.6007948
1376316,1.48,7.2,82,23.409365,8.7264004,1.8166662,3.6643741,0.3846904,0.82351625,3.592242,4332,2.7741385
1376317,1.48,7.24,80,23.538675,8.7872,1.8157284,3.6653535,0.38479322,0.82353985,3.5915494,4332,2.7743313
1376319,1.48,7.32,71,18.672298,5.9136,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1376320,1.48,7.36,71,17.640558,5.4527998,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1376321,1.48,7.4,71,17.111734,5.2224002,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1376322,1.48,7.44,71,17.111734,5.2224002,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1376323,1.48,7.48,71,17.640558,5.4527998,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1376324,1.48,7.52,72,19.104965,6.1008,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1376326,1.48,7.6,61,15.138167,4.6528001,1.9443719,3.0862663,0.32399994,0.80862916,4.0778112,4332,2.8980813
1376327,1.48,7.64,102,32.652061,14.488,1.9980941,3.1230493,0.32786146,0.8096391,4.0415606,4332,2.8452716
1376328,1.48,7.68,123,41.494232,19.455999,2.0056546,3.1294637,0.32853484,0.80981427,4.0353265,4332,2.8398094
1376329,1.48,7.72,82,20.283421,6.1855998,1.9623944,3.0976529,0.32519534,0.80894279,4.0664973,4332,2.8817685
1376330,1.48,7.76,62,15.90697,5.0528002,1.9441465,3.085109,0.32387847,0.80859721,4.0789657,4332,2.899147
1441795,1.52,4.92,69,29.836424,19.060801,1.911831,3.6546085,0.3836652,0.82328063,3.5991688,4332,2.6988904
1441796,1.52,4.96,72,30.148283,18.6896,1.9068286,3.6390915,0.38203621,0.8229053,3.6102517,4332,2.7091072
1441797,1.52,5,60,19.974895,10.0096,1.9556328,3.4539442,0.36259922,0.81832683,3.7501731,4332,2.7374597
1441798,1.52,5.04,42,10.739431,4.6143999,1.9398978,3.4455552,0.36171854,0.81811488,3.7568691,4332,2.7521584
1441800,1.52,5.12,34,8.0922527,2.9568,1.8739502,3.6103492,0.37901878,0.82220674,3.631032,4332,2.7472708
1441801,1.52,5.16,108,38.321426,17.4032,1.9263369,3.6413462,0.3822729,0.82295996,3.6086354,4332,2.697289
1441802,1.52,5.2,173,69.179703,35.827202,1.9047251,4.184289,0.43927169,0.83540124,3.2701454,4332,2.5419831
1441803,1.52,5.24,90,27.271202,10.3648,1.8326163,4.1082416,0.43128812,0.83373785,3.3121681,4332,2.6187813
1441819,1.52,5.88,85,26.072828,11.5984,1.7060297,4.2155886,0.44255754,0.836079,3.2532902,4332,2.6951816
1441820,1.52,5.92,125,57.490608,45.028801,1.6617674,5.0441303,0.52953887,0.85273612,2.8831677,4332,2.5252707
1441821,1.52,5.96,258,328.18991,722.13599,1.6585367,5.9640374,0.62611181,0.86889774,2.5927038,4332,2.3513536
1441822,1.52,6,282,372.82413,833.58398,1.674246,5.9909611,0.62893826,0.86934072,2.585546,4332,2.3335268
1441823,1.52,6.04,89,29.179459,15.4368,1.7047795,4.214725,0.44246688,0.83606035,3.253752,4332,2.6967978
1441824,1.52,6.08,80,22.520805,8.5439997,1.687573,4.1953831,0.44043639,0.83564192,3.2641423,4332,2.7170372
1441837,1.52,6.6,249,258.19824,422.97119,1.7572476,5.2467709,0.5508123,0.85648173,2.8104365,4332,2.4025559
1441838,1.52,6.64,291,354.75665,722.50879,1.6641927,5.8570514,0.61488032,0.86712193,2.6217964,4332,2.3647056
1441839,1.52,6.68,350,418.0278,839.58081,1.6669412,6.1743851,0.64819437,0.87231851,2.5384438,4332,2.3088593
1441840,1.52,6.72,296,341.0491,672.70239,1.6364971,6.1138248,0.6418367,0.87134302,2.5536828,4332,2.3440604
1441841,1.52,6.76,243,264.82916,453.92801,1.7558264,5.2394204,0.55004066,0.8563478,2.8129761,4332,2.4050655
1441844,1.52,6.88,33,5.3463125,1.1984,1.715656,3.0564582,0.32087067,0.80780369,4.1078272,4332,3.0984676
1441845,1.52,6.92,45,9.7776852,3.3487999,1.8481326,3.7281313,0.39138371,0.82504225,3.5479105,4332,2.7206614
1441846,1.52,6.96,56,14.085178,5.3407998,1.8635666,3.7509053,0.39377454,0.82558233,3.5324407,4332,2.700583
1441847,1.52,7,34,5.8544292,1.424,1.9039618,2.7026625,0.28372875,0.79748487,4.5146618,4332,3.1054692
1441848,1.52,7.04,84,22.699131,7.8495998,1.8727126,3.7116499,0.38965347,0.82464975,3.5592241,4332,2.70976
1441849,1.52,7.08,91,23.144194,7.7184,1.8967891,3.7965972,0.39857134,0.82665831,3.5019627,4332,2.6599858
1441850,1.52,7.12,135,46.039051,22.1248,1.9534807,3.8542185,0.4046205,0.82800072,3.4645579,4332,2.5972214
1441851,1.52,7.16,130,43.464912,20.576,1.9483665,3.8498905,0.40416613,0.82790047,3.4673285,4332,2.6024294
1441852,1.52,7.2,90,22.396355,7.3712001,1.8907695,3.7864637,0.39750752,0.82642055,3.5086584,4332,2.6684484
1441853,1.52,7.24,80,21.188469,7.2816,1.8157284,3.6653535,0.38479322,0.82353985,3.5915494,4332,2.7743313
1441855,1.52,7.32,71,16.617079,4.7616,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1441856,1.52,7.36,71,15.479453,4.3007998,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1441857,1.52,7.4,71,14.896123,4.0704002,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1441858,1.52,7.44,71,14.896123,4.0704002,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1441859,1.52,7.48,72,15.856812,4.4432001,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1441860,1.52,7.52,72,17.017078,4.9215999,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1441862,1.52,7.6,67,14.759789,4.0208001,1.9514661,3.0906715,0.32446241,0.80875063,4.0734243,4332,2.8913832
1441863,1.52,7.64,102,33.809765,16.4272,1.9987243,3.1235235,0.32791126,0.80965209,4.0410991,4332,2.8446481
1441864,1.52,7.68,114,39.028557,19.467199,2.0034461,3.1273227,0.32831007,0.80975586,4.0374045,4332,2.8411283
1441865,1.52,7.72,80,17.924141,5.0240002,1.9613376,3.0969534,0.32512188,0.80892354,4.0671902,4332,2.882617
1441866,1.52,7.76,72,17.330088,5.1680002,1.9586332,3.0953224,0.32495067,0.80887866,4.0688062,4332,2.8845153
1507331,1.56,4.92,55,19.384987,9.8304005,1.956576,3.4574275,0.3629649,0.81841475,3.7474024,4332,2.7354808
1507332,1.56,4.96,56,19.041708,9.6767998,1.953459,3.4533644,0.36253834,0.81831223,3.7506349,4332,2.7392931
1507333,1.56,5,49,14.817757,7.2416,1.9484922,3.4513364,0.36232543,0.81826103,3.7522511,4332,2.7437387
1507334,1.56,5.04,34,5.1768894,1.1792001,1.8895239,3.2429395,0.34044766,0.81286716,3.9291158,4332,2.8774137
1507335,1.56,5.08,47,11.980098,5.0911999,1.8777976,3.6090822,0.37888581,0.82217586,3.6319556,4332,2.7434127
1507336,1.56,5.12,60,19.768717,9.4960003,1.8871675,3.613203,0.37931839,0.82227629,3.6289539,4332,2.734869
1507337,1.56,5.16,82,30.850124,15.0352,1.9776969,3.4705524,0.36434278,0.81874532,3.7370121,4332,2.7161715
1507338,1.56,5.2,187,70.128418,34.537601,1.91062,4.1902556,0.43989807,0.8355307,3.2669129,4332,2.5364878
1507339,1.56,5.24,83,25.144419,9.7600002,1.9130148,3.6523373,0.38342679,0.8232258,3.600785,4332,2.70226
1507355,1.56,5.88,86,23.537201,9.1887999,1.7163128,4.2333741,0.44442469,0.83646232,3.2438235,4332,2.6810377
1507356,1.56,5.92,128,52.324951,35.703999,1.6649206,4.988472,0.52369577,0.85168689,2.9041791,4332,2.534781
1507357,1.56,5.96,255,320.36963,697.77917,1.6566447,5.9614444,0.62583959,0.868855,2.5933964,4332,2.3533912
1507358,1.56,6,279,364.2807,805.88641,1.6724528,5.9883447,0.62866366,0.86929774,2.5862389,4332,2.3354685
1507359,1.56,6.04,97,30.145798,14.9648,1.7065694,4.4873395,0.47108629,0.84180385,3.1168323,4332,2.6194451
1507360,1.56,6.08,79,19.716049,6.744,1.6853824,4.1936727,0.4402568,0.83560485,3.2650659,4332,2.7194028
1507373,1.56,6.6,256,247.30463,393.91199,1.76081,5.2514586,0.55130446,0.85656703,2.8088202,4332,2.3988407
1507374,1.56,6.64,308,352.36646,700.72803,1.6402366,6.0741072,0.63766706,0.87069917,2.5638421,4332,2.3480189
1507375,1.56,6.68,341,403.74146,806.86078,1.6599433,6.1293101,0.64346236,0.87159312,2.5497575,4332,2.322381
1507376,1.56,6.72,303,334.56653,648.84961,1.6408359,6.1256595,0.6430791,0.87153423,2.5506811,4332,2.3384466
1507377,1.56,6.76,255,251.64864,414.01761,1.7623389,5.2467709,0.5508123,0.85648173,2.8104365,4332,2.3984857
1507380,1.56,6.88,35,5.4053993,1.1328,1.9144222,3.2697449,0.34326175,0.81357598,3.9051027,4332,2.8344634
1507381,1.56,6.92,44,8.8297749,2.8176,1.8474385,3.7277935,0.39134824,0.8250342,3.5481412,4332,2.7212996
1507382,1.56,6.96,57,13.521199,4.7663999,1.8641849,3.7512472,0.39381045,0.82559043,3.5322096,4332,2.7000191
1507383,1.56,7,33,4.8911719,0.98879999,1.7480268,3.3918648,0.35608205,0.8167485,3.800508,4332,2.9296892
1507384,1.56,7.04,89,22.59363,7.3856001,1.8953363,3.7955465,0.39846104,0.82663363,3.5026553,4332,2.6613798
1507385,1.56,7.08,91,21.454315,6.7584,1.901715,3.802563,0.39919764,0.82679802,3.4980373,4332,2.6537836
1507386,1.56,7.12,135,45.790794,22.7328,1.9584708,3.8581946,0.40503791,0.82809281,3.462018,4332,2.5917034
1507387,1.56,7.16,128,41.85854,20.1968,1.9475929,3.84917,0.40409049,0.82788378,3.4677904,4332,2.6031065
1507388,1.56,7.2,92,21.333698,6.5071998,1.8916968,3.7871609,0.39758071,0.82643694,3.5081968,4332,2.6676254
1507389,1.56,7.24,87,21.345631,6.8000002,1.8888044,3.7941463,0.39831406,0.82660085,3.5035789,4332,2.6672277
1507391,1.56,7.32,72,15.301398,3.9760001,2.0897648,2.4775627,0.2600975,0.79034811,4.8339877,4332,3.098743
1507392,1.56,7.36,71,13.714247,3.3792,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1507393,1.56,7.4,71,13.088058,3.1487999,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1507394,1.56,7.44,71,13.088058,3.1487999,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1507395,1.56,7.48,72,14.058339,3.4976001,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1507396,1.56,7.52,72,15.301398,3.9760001,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1507398,1.56,7.6,69,14.38336,3.6847999,1.9536322,3.0920653,0.32460874,0.80878901,4.0720387,4332,2.8892217
1507399,1.56,7.64,100,32.941559,16.7568,1.9980918,3.1230493,0.32786146,0.8096391,4.0415606,4332,2.8450823
1507400,1.56,7.68,111,37.828407,19.6752,2.002634,3.1266096,0.32823524,0.80973637,4.0380974,4332,2.8416436
1507401,1.56,7.72,88,23.215038,9.2816,1.9941964,3.1204436,0.32758793,0.80956787,4.0441008,4332,2.8477886
1507402,1.56,7.76,75,16.691599,4.5999999,1.9594791,3.0957882,0.32499957,0.80889153,4.0683446,4332,2.8839684
1572869,1.6,5,106,33.540142,12.8672,1.7170159,3.9534814,0.41504124,0.83027691,3.4026783,4332,2.767638
1572870,1.6,5.04,107,30.979067,11.024,1.7182996,3.9588077,0.41560039,0.83039773,3.3994458,4332,2.7649167
1572871,1.6,5.08,107,28.700459,9.6000004,1.716566,3.9576652,0.41548043,0.83037186,3.4001386,4332,2.7668126
1572872,1.6,5.12,107,26.962923,8.5248003,1.7187928,3.9603319,0.41576043,0.8304323,3.3985224,4332,2.7639835
